title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Comunicado N° 36.158,9/9/2020 15:01,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126483,Comunicado,36158,0,Instituição Cooperativa de Crédito de Produtores Rurais e de Livre Admissão do Triângulo  ,0,2020-09-09T18:01:11Z,9/9/2020 15:01,1146
Comunicado N° 36.152,8/9/2020 15:25,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126477,Comunicado,36152,0,Instituição Cooperativa de Crédito Rural de Primavera do Leste (CNPJ 26.563.270  Instituição Coopserj - Cooperativa de Crédito Mútuo dos Servidores Públicos do Poder  ,0,2020-09-08T18:25:07Z,8/9/2020 15:25,1147
Comunicado N° 36.147,4/9/2020 17:52,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126472,Comunicado,36147,0,"Instituição Cooperativa de Crédito dos Magistrados, Servidores da Justiça do Estado de  Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados da Prolec GE Brasil  ",0,2020-09-04T20:52:49Z,4/9/2020 17:52,1148
Comunicado N° 36.139,3/9/2020 16:16,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126464,Comunicado,36139,0,Instituição Central das Cooperativas de Crédito do Estado de São Paulo - Sicoob Central  Instituição Cooperativa de Crédito Unicred Centro-Sul Ltda. - Unicred Centro-Sul (CNPJ  ,0,2020-09-03T19:16:51Z,3/9/2020 16:16,1149
Comunicado N° 36.133,2/9/2020 15:29,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126458,Comunicado,36133,0,Instituição Cooperativa de Crédito dos Servidores dos Poderes Legislativos do Estado de  Instituição Cooperativa de Crédito dos Médicos e Profissionais de Saúde de São Luís  ,0,2020-09-02T18:29:58Z,2/9/2020 15:29,1150
Comunicado N° 36.126,1/9/2020 16:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126450,Comunicado,36126,0,"Instituição Cooperativa de Crédito de Livre Admissão Centro-Oeste Goiano Ltda. (CNPJ  Instituição Cooperativa de Crédito dos Funcionários da Perpart, do IPA e da Adagro  ",0,2020-09-01T19:21:50Z,1/9/2020 16:21,1151
Comunicado N° 36.121,31/8/2020 15:08,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126445,Comunicado,36121,0,Instituição Cooperativa de Crédito de Livre Admissão de Carmo do Rio Claro Ltda. - Sicoob  Instituição Cooperativa de Crédito de Livre Admissão de Ceres e Rialma Ltda. (CNPJ  ,0,2020-08-31T18:08:41Z,31/8/2020 15:08,1152
Comunicado N° 36.109,28/8/2020 16:04,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126433,Comunicado,36109,0,Instituição Cooperativa de Crédito de Livre Admissão do Centro-Sul Goiano Ltda. (CNPJ  Instituição Cooperativa de Economia e Crédito Mútuo dos Servidores da Secretaria de Estado  ,0,2020-08-28T19:04:06Z,28/8/2020 16:04,1153
Resolução CMN N° 4.849,27/8/2020 19:03,Define as taxas de juros para os financiamentos ao amparo do Fundo de Defesa da Economia Cafeeira (Funcafé).,SECRE,51141,Resolução CMN,4849,1,"da Economia
Cafeeira – Funcafé) do Manual de Crédito Rural (MCR) passa a vigorar com as  para Aquisição de Café
(FAC) para cooperativas de cafeicultores que exerçam as atividades  ",0,2020-08-27T22:03:00Z,27/8/2020 19:03,1154
Comunicado N° 36.103,27/8/2020 15:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126427,Comunicado,36103,0,Instituição Cooperativa de Crédito Coopacredi Ltda. - Sicoob Coopacredi (CNPJ 65.229.254  Instituição Uniprime Sul MS - Cooperativa de Crédito (CNPJ 37.554.441  ,0,2020-08-27T18:49:32Z,27/8/2020 15:49,1155
Comunicado N° 36.100,26/8/2020 17:36,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126424,Comunicado,36100,0,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito da Fronteira Sul – Sicredi Fronteira Sul RS  (CNPJ  ,0,2020-08-26T20:36:56Z,26/8/2020 17:36,1156
Comunicado N° 36.099,26/8/2020 15:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126423,Comunicado,36099,0,Instituição Cooperativa de Crédito dos Médicos e Demais Profissionais da Saúde do Sul de  Instituição Cooperativa de Crédito dos Integrantes do Poder Judiciário e das Instituições  ,0,2020-08-26T18:49:32Z,26/8/2020 15:49,1157
Comunicado N° 36.087,25/8/2020 13:51,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126411,Comunicado,36087,0,Instituição Cooperativa de Crédito de Livre Admissão do Vale do São Patrício Ltda. (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão do Centro Sul de Mato Grosso do Sul  ,0,2020-08-25T16:51:36Z,25/8/2020 13:51,1158
Resolução CMN N° 4.846,24/8/2020 18:01,"Dispõe sobre as operações de crédito para financiamento da folha salarial ou do pagamento de verbas trabalhistas no âmbito do Programa Emergencial de Suporte a Empregos (Pese), instituído pela Lei nº 14.043, de 19 de agosto de 2020.",SECRE,51135,Resolução CMN,4846,0,"4º, incisos VI e VIII, e 9º  IV - sociedades cooperativas, exceto
de sociedades de crédito  3.402, de 6 de setembro de 2006, para crédito dos recursos na
conta-salário do empregado  ",0,2020-08-24T21:01:00Z,24/8/2020 18:01,1159
Comunicado N° 36.083,24/8/2020 16:04,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126407,Comunicado,36083,0,Instituição Cooperativa de Crédito dos Empresários do Estado de Goiás Ltda. (CNPJ  Instituição Cooperativa de Crédito Norte Sul da Bahia Ltda. - Sicoob Norte Sul (CNPJ  ,0,2020-08-24T19:04:23Z,24/8/2020 16:04,1160
Comunicado N° 36.078,21/8/2020 16:17,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126402,Comunicado,36078,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão de Rio Verde e Região Ltda. (CNPJ  ,0,2020-08-21T19:17:40Z,21/8/2020 16:17,1161
Comunicado N° 36.067,20/8/2020 15:17,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126391,Comunicado,36067,0,Instituição Sicoob Cred Copercana Cooperativa de Crédito (CNPJ 64.739.121  Instituição Cooperativa de Crédito de Livre Admissão do Tocantins Ltda. (CNPJ 26.960.328  ,0,2020-08-20T18:17:34Z,20/8/2020 15:17,1162
Comunicado N° 36.060,19/8/2020 16:55,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126384,Comunicado,36060,0,Instituição Cooperativa de Crédito Cocre (CNPJ 54.401.286  Instituição Cooperativa de Crédito de Livre Admissão de Capitólio Ltda. - Sicoob Credicapi  ,0,2020-08-19T19:55:23Z,19/8/2020 16:55,1163
Comunicado N° 36.057,19/8/2020 10:04,"Transmite ordem judicial de levantamento da indisponibilidade de bens às instituições financeiras, às demais instituições autorizadas a funcionar pelo Banco Central do Brasil, às bolsas de valores e às entidades autorizadas a exercer a atividade de registro de ativos financeiros e de valores mobiliários.",DERAD,126381,Comunicado,36057,0,"Transmite ordem judicial de levantamento da indisponibilidade de bens às  de 2012, que decretou a intervenção na Cooperativa de Crédito Rural do Litoral Vale do Itajaí e  ",0,2020-08-19T13:04:51Z,19/8/2020 10:04,1164
Comunicado N° 36.053,18/8/2020 16:40,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126377,Comunicado,36053,0,Instituição Cooperativa de Crédito de Livre Admissão da Região de Tiros e Matutina Ltda  Instituição Cooperativa de Crédito dos Integrantes do Ministério Público e do Poder  ,0,2020-08-18T19:40:30Z,18/8/2020 16:40,1165
Comunicado N° 36.049,17/8/2020 16:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126373,Comunicado,36049,0,Instituição Cooperativa de Crédito de Livre Admissão da Região de Frutal Ltda. - Sicoob  Instituição Cooperativa de Crédito de Livre Admissão do Vale do Paranaíba Ltda. (CNPJ  ,0,2020-08-17T19:21:29Z,17/8/2020 16:21,1166
Comunicado N° 36.044,14/8/2020 16:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126368,Comunicado,36044,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Professores Estaduais da Região  Instituição Finansinos S.A. Crédito, Financiamento e Investimento (CNPJ 91.669.747  ",0,2020-08-14T19:21:56Z,14/8/2020 16:21,1167
Comunicado N° 36.040,13/8/2020 16:14,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126364,Comunicado,36040,0,Instituição Cooperativa de Crédito Mútuo dos Micros e Pequenos Empresários e  Instituição Cooperativa de Crédito e Economia com Interação Solidária de Porto Xavier  ,0,2020-08-13T19:14:53Z,13/8/2020 16:14,1168
Resolução BCB N° 3,12/8/2020 09:31,Dispõe sobre informações e procedimentos para autorização para instalação de agências no País e sobre o fornecimento de informações de dependências das instituições financeiras e das demais instituições autorizadas a funcionar pelo Banco Central do Brasil.,SECRE,51120,Resolução BCB,3,0,"1º, exceto cooperativas de crédito e sociedades de crédito ao microempreendedor
e à empresa de  ",0,2020-08-12T12:31:00Z,12/8/2020 09:31,1169
Resolução BCB N° 1,12/8/2020 09:30,Institui o arranjo de pagamentos Pix e aprova o seu Regulamento.,SECRE,51118,Resolução BCB,1,0,"Institui o arranjo de pagamentos Pix e aprova o seu Regulamento  Resolução BCB nº 30/2020 - Alteração no Regulamento anexo, a partir de 3/11/2020 - Nova redação: art  ",0,2020-08-12T12:30:00Z,12/8/2020 09:30,1170
Comunicado N° 36.028,11/8/2020 16:41,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126352,Comunicado,36028,0,Instituição Cooperativa de Crédito de Livre Admissão de Campos Gerais e Campo do Meio Ltda  Instituição Cooperativa de Crédito Sicredi Região Sul da Bahia - Sicredi Região Sul da  ,0,2020-08-11T19:41:01Z,11/8/2020 16:41,1171
Comunicado N° 36.023,10/8/2020 15:51,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126347,Comunicado,36023,0,Instituição Cooperativa de Crédito e Investimento do Oeste - Credisis Oeste (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão do Oeste Maranhense - Sicoob Oeste  ,0,2020-08-10T18:51:47Z,10/8/2020 15:51,1172
Comunicado N° 36.017,7/8/2020 14:29,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126341,Comunicado,36017,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Trabalhadores da Cooper Standard  Instituição Cooperativa de Crédito de Livre Admissão do Alto Vale do Itajaí - Viacredi  ,0,2020-08-07T17:29:01Z,7/8/2020 14:29,1173
Comunicado N° 36.015,6/8/2020 18:03,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126339,Comunicado,36015,0,do Brasil Financeira S.A. - Crédito Financiamento e Investimentos (CNPJ 33.040.601  Instituição Cooperativa de Crédito de Livre Admissão do Pontal do Triangulo Ltda – Sicoob  ,0,2020-08-06T21:03:06Z,6/8/2020 18:03,1174
Comunicado N° 36.012,6/8/2020 15:44,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126336,Comunicado,36012,0,Instituição Cooperativa de Crédito de Livre Admissão da Região de Pará de Minas Ltda  Instituição Cooperativa de Crédito Sicredi Alto Sertão Paraibano - Sicredi Alto Sertão  ,0,2020-08-06T18:44:29Z,6/8/2020 15:44,1175
Comunicado N° 36.008,5/8/2020 14:43,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126332,Comunicado,36008,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados da Eaton (CNPJ  Instituição BMW Financeira S.A. - Crédito, Financiamento e Investimento (CNPJ 04.452.473  ",0,2020-08-05T17:43:06Z,5/8/2020 14:43,1176
Comunicado N° 36.004,4/8/2020 15:39,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126328,Comunicado,36004,0,Instituição Cooperativa de Crédito Cooplivre (CNPJ 49.389.307  Instituição Cooperativa de Crédito de Livre Admissão do Centro Norte dos Estados de Mato  ,0,2020-08-04T18:39:22Z,4/8/2020 15:39,1177
Comunicado N° 36.001,3/8/2020 17:56,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126325,Comunicado,36001,0,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito de Livre Admissão da Região de Tiros e Matutina Ltda  ,0,2020-08-03T20:56:34Z,3/8/2020 17:56,1178
Comunicado N° 36.000,3/8/2020 17:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126324,Comunicado,36000,0,Instituição Cooperativa de Crédito de Livre Admissão de Associados de Manaus (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão do Centro Norte dos Estados de Mato  ,0,2020-08-03T20:21:48Z,3/8/2020 17:21,1179
Comunicado N° 35.995,31/7/2020 15:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126319,Comunicado,35995,0,Instituição Cooperativa de Crédito de Livre Admissão do Triângulo Mineiro e Sudeste de  Instituição Cooperativa Central de Crédito do Norte/Nordeste - Central Sicredi Norte  ,0,2020-07-31T18:49:37Z,31/7/2020 15:49,1180
Resolução CMN N° 4.840,30/7/2020 18:07,"Altera o prazo de vencimento das parcelas de operações de crédito rural de mutuários cujas atividades foram prejudicadas pelas medidas de distanciamento social ligadas à pandemia de Covid-19, de que trata a Seção 22 (Operações de custeio e investimento prejudicadas em decorrência das medidas de distanciamento social adotadas para mitigar os impactos da pandemia provocada pelo Covid-19 - Resolução nº 4.801/2020) do Capítulo 18 (Renegociação de Dívidas Originárias de Operações de Crédito Rural) do Manual de Crédito Rural (MCR); e altera o prazo relativo à decretação de situação de emergência ou estado de calamidade pública em municípios afetados por seca ou estiagem para fins da renegociação de operações de crédito rural de que trata a Seção 23 (Operações que tiveram prejuízos em decorrência de seca ou estiagem em municípios com decretação de situação de emergência ou estado de calamidade pública - Resolução nº 4.802/2020) do Capítulo 18 (Renegociação de Dívidas Originárias de Operações de Crédito Rural) do MCR.",SECRE,51109,Resolução CMN,4840,1,"de
Dívidas Originárias de Operações de Crédito Rural) do Manual de Crédito Rural
(MCR); e altera o prazo relativo à  ",0,2020-07-30T21:07:00Z,30/7/2020 18:07,1181
Resolução CMN N° 4.839,30/7/2020 18:03,"Altera o preço de referência para as operações de Financiamento Especial para Estocagem de Produtos Agropecuários (FEE) de algodão em pluma; reduz a taxa de juros dos créditos de custeio e investimento ao amparo do Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf) para os agricultores cujas atividades foram prejudicadas pelo ""Ciclone Bomba"" de 2020; e eleva os limites de financiamento ao amparo da Linha Crédito de Industrialização para Agroindústria Familiar (Pronaf Industrialização de Agroindústria Familiar).",SECRE,51108,Resolução CMN,4839,1,"pluma; reduz a taxa de juros dos créditos de custeio e investimento ao amparo do Programa  o inciso I por associado relacionado na DAP pessoa jurídica
emitida para a cooperativa  ",0,2020-07-30T21:03:00Z,30/7/2020 18:03,1182
Comunicado N° 35.988,30/7/2020 15:55,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126312,Comunicado,35988,0,"Instituição Cooperativa de Crédito Mútuo dos Funcionários da Fábrica de Cimento Votoran  Instituição Cooperativa de Crédito, Poupança e Investimento União Paraná/São Paulo  ",0,2020-07-30T18:55:30Z,30/7/2020 15:55,1183
Comunicado N° 35.986,29/7/2020 14:50,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126310,Comunicado,35986,0,Instituição Cooperativa de Crédito de Livre Admissão do Alto Vale do Itajaí - Viacredi  Instituição Cooperativa de Crédito e Economia com Interação Solidária de Dionísio  ,0,2020-07-29T17:50:51Z,29/7/2020 14:50,1184
Comunicado N° 35.980,28/7/2020 14:34,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126304,Comunicado,35980,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados da Mosaic Fertilizantes  Instituição Cooperativa de Crédito, Poupança e Investimento Progresso - Sicredi Progresso  ",0,2020-07-28T17:34:44Z,28/7/2020 14:34,1185
Comunicado N° 35.970,27/7/2020 14:45,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126294,Comunicado,35970,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados do Grupo Colorado (CNPJ  do Brasil Financeira S.A. - Crédito, Financiamento e Investimentos (CNPJ 33.040.601  ",0,2020-07-27T17:45:38Z,27/7/2020 14:45,1186
Carta Circular N° 4.074,24/7/2020 18:10,"Estabelece procedimentos relativos ao envio de documentos e informações, de respostas a exigências e de interposição de recursos, à formalização de exigências, à comunicação da decisão e às demais comunicações relacionadas com a instrução e com o exame de processos de autorização conduzidos pelo Departamento de Organização do Sistema Financeiro (Deorf), e dá outras providências.",DEORF,51104,Carta Circular,4074,1,"CARTA CIRCULAR Nº 4.074, DE 24 DE JULHO DE 2020  Estabelece procedimentos relativos ao envio de documentos e informações, de respostas a exigências e de interposição de recursos, à  ",0,2020-07-24T21:10:00Z,24/7/2020 18:10,1187
Comunicado N° 35.964,24/7/2020 15:51,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126288,Comunicado,35964,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de  Instituição Cooperativa de Crédito - Sicoob Credmetal (CNPJ 03.535.065  ,0,2020-07-24T18:51:58Z,24/7/2020 15:51,1188
Comunicado N° 35.959,23/7/2020 16:56,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126283,Comunicado,35959,0,"Instituição Cooperativa de Crédito de Livre Admissão das Regiões Sudoeste, Sul e Oeste de  Instituição Cooperativa de Crédito Rural e Economia com Interação Solidária de Jaguaruna  ",0,2020-07-23T19:56:12Z,23/7/2020 16:56,1189
Comunicado N° 35.954,22/7/2020 16:15,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126278,Comunicado,35954,0,Instituição Cooperativa de Crédito Rural Seara - Crediseara (CNPJ 00.204.963  Instituição Cooperativa de Crédito Poupança e Investimento dos Integrantes da Brigada  ,0,2020-07-22T19:15:54Z,22/7/2020 16:15,1190
Comunicado N° 35.953,22/7/2020 13:01,"Divulga novos subcenários de utilização das mensagens de afastamento de sigilo bancário do Catálogo 5.00 do CCS (mensagens CCS0011 e CCS0012), para contemplar o envio das informações solicitadas por meio do Sistema de Transferência de Arquivos (STA)",DEATI,126277,Comunicado,35953,0,"dezembro de 2019, o segmento das cooperativas de crédito já responde as mensagens CCS0009, CCS0011 e  Fatura de cartão de crédito
    
   
    
   Essas informações serão fornecidas  ",0,2020-07-22T16:01:13Z,22/7/2020 13:01,1191
Comunicado N° 35.949,21/7/2020 15:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126273,Comunicado,35949,0,"Instituição Cooperativa de Crédito, Poupança e Investimento Ouro Verde do Mato Grosso  Instituição Cooperativa de Crédito de Livre Admissão do Médio Leste de Mato Grosso  ",0,2020-07-21T18:49:58Z,21/7/2020 15:49,1192
Resolução N° 4.838,21/7/2020 09:00,Dispõe sobre operações de crédito contratadas no âmbito do Programa de Capital de Giro para Preservação de Empresas pelas instituições que especifica.,SECRE,51100,Resolução,4838,0,"Banco Central do Brasil, exceto cooperativas de crédito e administradoras de consórcio  2º  As operações de crédito no âmbito do CGPE devem ser contratadas até 31 de dezembro de  ",0,2020-07-21T12:00:00Z,21/7/2020 09:00,1193
Comunicado N° 35.945,20/7/2020 16:50,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126269,Comunicado,35945,0,"Instituição Cooperativa de Crédito, Poupança e Investimento Vale do Cerrado - Sicredi Vale  Instituição Cooperativa de Crédito dos Servidores Públicos no Estado da Bahia Ltda  ",0,2020-07-20T19:50:17Z,20/7/2020 16:50,1194
Comunicado N° 35.942,17/7/2020 16:58,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126266,Comunicado,35942,0,Instituição Cooperativa de Crédito de Livre Admissão do Sudoeste de Minas Gerais e  Instituição Cooperativa Central de Economia e Crédito Mútuo das Unicred's de Santa Catarina e do  ,0,2020-07-17T19:58:50Z,17/7/2020 16:58,1195
Comunicado N° 35.935,16/7/2020 15:12,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126259,Comunicado,35935,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados das Instituições de  Instituição Agibank Financeira S.A. - Crédito, Financiamento e Investimento (CNPJ  ",0,2020-07-16T18:12:11Z,16/7/2020 15:12,1196
Comunicado N° 35.932,15/7/2020 15:53,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126256,Comunicado,35932,0,"Instituição Cooperativa de Economia e Crédito dos Empresários, Profissionais do Mercado  Instituição Cooperativa de Crédito, Poupança e Investimento de Araraquara e Região  ",0,2020-07-15T18:53:21Z,15/7/2020 15:53,1197
Comunicado N° 35.929,14/7/2020 16:29,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126253,Comunicado,35929,0,"Instituição Cooperativa de Crédito de Livre Admissão da Alta Paulista - Sicoob Cocrealpa  Instituição Cooperativa de Crédito, Poupança e Investimento da Região Centro Oeste  ",0,2020-07-14T19:29:24Z,14/7/2020 16:29,1198
Comunicado N° 35.925,13/7/2020 15:46,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126249,Comunicado,35925,0,"Instituição Cooperativa de Economia e Crédito Mútuo dos Servidores Públicos Municipais em  Via Certa Financiadora S.A. - Crédito, Financiamento e Investimentos (CNPJ 05.192.316  ",0,2020-07-13T18:46:17Z,13/7/2020 15:46,1199
Comunicado N° 35.922,10/7/2020 19:16,Divulga as associações e grupos de associações eleitos para indicarem representantes para o Conselho Deliberativo da estrutura inicial responsável pela governança do processo de implementação no País do Sistema Financeiro Aberto (Open Banking).,DENOR,126246,Comunicado,35922,0,c) subgrupo 1.3 Organização das Cooperativas Brasileiras (OCB); e  a) subgrupo 2.1 Associação Brasileira das Empresas de Cartões de Crédito e Serviços (Abecs  ,0,2020-07-10T22:16:04Z,10/7/2020 19:16,1200
Comunicado N° 35.918,10/7/2020 13:57,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126242,Comunicado,35918,0,Instituição Cooperativa de Crédito de Livre Admissão de Itaúna e Região Ltda. - Sicoob  Instituição Cooperativa de Crédito Rural com Interação Solidária de Rondônia - Cresol  ,0,2020-07-10T16:57:50Z,10/7/2020 13:57,1201
Comunicado N° 35.913,9/7/2020 16:09,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126237,Comunicado,35913,0,"Instituição Cooperativa de Crédito de Livre Admissão Centro Brasileira Ltda. (CNPJ  Instituição Cooperativa de Crédito, Poupança e Investimento Raízes - Sicredi Raízes RS/SC  ",0,2020-07-09T19:09:25Z,9/7/2020 16:09,1202
Comunicado N° 35.909,8/7/2020 14:43,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126233,Comunicado,35909,0,Instituição Cooperativa de Crédito de Pimenta Ltda. - Sicoob Credipimenta (CNPJ 42.934.794  Instituição Cooperativa de Crédito Rural com Interação Solidária do Espírito Santo  ,0,2020-07-08T17:43:11Z,8/7/2020 14:43,1203
